id,alias,name,image_url,is_closed,url,review_count,categories_0_alias,categories/0/title,rating,coordinates_latitude,coordinates/longitude,transactions/0,price,location/address1,location/address2,location/address3,location/city,location/zip_code,location/country,location/state,location/display_address/0,location/display_address/1,location/display_address/2,phone,display_phone,distance,categories/1/alias,categories/1/title,categories/2/alias,categories/2/title,transactions/1,WiFi,Credit Card,Noise Level,Include?
tE1iZfdyB6UwqupnQ5a1Gw,ls-caffe-san-francisco,L's Caffe,https://s3-media2.fl.yelpcdn.com/bphoto/eLdUpB2NltuPGIhUOGdhmw/o.jpg,FALSE,https://www.yelp.com/biz/ls-caffe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,226,coffee,Coffee & Tea,sandwiches,Sandwiches,4.5,37.75254,-122.41,pickup,,$,2871 24th St,,,San Francisco,94110,US,CA,2871 24th St,"San Francisco, CA 94110",1.42E+10,(415) 206-0274,2531.497,bagels,Bagels,,Yes,Yes,Yes,Quiet
ARCkIwkAiSRYp9jlkcIUKA,turtle-tower-san-francisco-9,Turtle Tower,https://s3-media3.fl.yelpcdn.com/bphoto/sc42-VOmUiE_nNNZET8Mog/o.jpg,FALSE,https://www.yelp.com/biz/turtle-tower-san-francisco-9?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,917,vietnamese,Vietnamese,noodles,Noodles,3.5,37.78057,-122.481,pickup,,$$,5716 Geary Blvd,,,San Francisco,94121,US,CA,5716 Geary Blvd,"San Francisco, CA 94121",1.42E+10,(415) 221-9890,4477.174,coffee,Coffee & Tea,,No,,,
Bcvvia9zPFe3BV6c6Ld9Kw,blue-bottle-coffee-san-francisco-14,Blue Bottle Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/X5M6kq215rs7b1XjtgGuLw/o.jpg,FALSE,https://www.yelp.com/biz/blue-bottle-coffee-san-francisco-14?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,363,coffee,Coffee & Tea,,,4,37.79132,-122.401,,,$$,115 Sansome St,,,San Francisco,94104,US,CA,115 Sansome St,"San Francisco, CA 94104",1.51E+10,(510) 653-3394,4597.533,,,,Yes,Yes,Yes,Loud
c2s4NY6M7NuD6FOWDa7YCw,destination-baking-company-san-francisco,Destination Baking Company,https://s3-media2.fl.yelpcdn.com/bphoto/L5qNy1IiHxzeQc4lFl8U-g/o.jpg,FALSE,https://www.yelp.com/biz/destination-baking-company-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,288,bakeries,Bakeries,coffee,Coffee & Tea,4,37.73466,-122.432,delivery,,$$,598 Chenery St,,,San Francisco,94131,US,CA,598 Chenery St,"San Francisco, CA 94131",1.42E+10,(415) 469-0730,2940.147,,,,No,,,
BNrzxkJNS7cos8s_VzIA5A,philz-coffee-san-francisco-25,Philz Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/gmcq8UgghwV3PBOnjpDzYA/o.jpg,FALSE,https://www.yelp.com/biz/philz-coffee-san-francisco-25?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,188,coffee,Coffee & Tea,breakfast_brunch,Breakfast & Brunch,4.5,37.78868,-122.393,delivery,,$$,300 Folsom St,,,San Francisco,94105,US,CA,300 Folsom St,"San Francisco, CA 94105",1.42E+10,(415) 230-6359,4907.176,,,,Yes,Yes,Yes,Average
9m8-2758IlPHTtP94zBCoQ,cafe-venue-san-francisco-7,Cafe Venue,https://s3-media3.fl.yelpcdn.com/bphoto/OW7ecFgb-SdLHOuZTdd4qQ/o.jpg,FALSE,https://www.yelp.com/biz/cafe-venue-san-francisco-7?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,431,coffee,Coffee & Tea,sandwiches,Sandwiches,4,37.78316,-122.407,pickup,delivery,$,67 5th St,,,San Francisco,94103,US,CA,67 5th St,"San Francisco, CA 94103",1.42E+10,(415) 546-1144,3603.205,breakfast_brunch,Breakfast & Brunch,,Yes,Yes,Yes,Average
HZThElQfFLIqGc8ZVdRh7g,coffee-to-the-people-san-francisco,Coffee to the People,https://s3-media3.fl.yelpcdn.com/bphoto/nMOxoKONKPCm5vZiYSUlng/o.jpg,FALSE,https://www.yelp.com/biz/coffee-to-the-people-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,498,coffee,Coffee & Tea,,,3.5,37.77004,-122.445,delivery,,$,1206 Masonic Ave,,,San Francisco,94117,US,CA,1206 Masonic Ave,"San Francisco, CA 94117",1.42E+10,(415) 626-2435,1270.555,,,,Yes,Yes,Yes,Average
cEzXkqlAh6X-nNfBdOolng,caffe-centro-san-francisco,Caffe Centro,https://s3-media3.fl.yelpcdn.com/bphoto/uqUdHcIWkLfh3icVrTfgww/o.jpg,FALSE,https://www.yelp.com/biz/caffe-centro-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,402,sandwiches,Sandwiches,coffee,Coffee & Tea,4,37.78173,-122.394,pickup,delivery,$,102 S Park St,,,San Francisco,94107,US,CA,102 S Park St,"San Francisco, CA 94107",1.42E+10,(415) 882-1500,4372.24,breakfast_brunch,Breakfast & Brunch,,No,,,
IoNI0QWbinqdphW6EnATog,progressive-grounds-san-francisco,Progressive Grounds,https://s3-media1.fl.yelpcdn.com/bphoto/-6sE6rx7tgnN1nb2k4Etgg/o.jpg,FALSE,https://www.yelp.com/biz/progressive-grounds-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,360,coffee,Coffee & Tea,sandwiches,Sandwiches,4,37.73895,-122.418,pickup,delivery,$$,400 Cortland Ave,,,San Francisco,94110,US,CA,400 Cortland Ave,"San Francisco, CA 94110",1.42E+10,(415) 282-6233,2937.813,breakfast_brunch,Breakfast & Brunch,,Yes,Yes,Yes,Average
xz1p8uJ9dfh5YVzK_WNxzQ,bluestone-lane-san-francisco-2,Bluestone Lane,https://s3-media3.fl.yelpcdn.com/bphoto/eAr5sK1TYUmr3YszSQ_Nwg/o.jpg,FALSE,https://www.yelp.com/biz/bluestone-lane-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,278,coffee,Coffee & Tea,breakfast_brunch,Breakfast & Brunch,4,37.79375,-122.399,,,$$,227 Front St,,,San Francisco,94111,US,CA,227 Front St,"San Francisco, CA 94111",1.72E+10,(718) 374-6858,4913.947,gluten_free,Gluten-Free,,Yes,Yes,Yes,Average
6YSoN27f_p4ExWIX3j2X5g,song-tea-and-ceramics-san-francisco-2,Song Tea & Ceramics,https://s3-media1.fl.yelpcdn.com/bphoto/zI3dBI6e2Jz8rr0-t3yZLw/o.jpg,FALSE,https://www.yelp.com/biz/song-tea-and-ceramics-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,75,coffee,Coffee & Tea,giftshops,Gift Shops,5,37.78595,-122.435,delivery,,$$$,2120 Sutter St,,,San Francisco,94115,US,CA,2120 Sutter St,"San Francisco, CA 94115",1.42E+10,(415) 885-2118,2786.65,,,,No,,,
aKMxYmJxom1ZeYHpLgGy2g,coffee-bar-montgomery-street-san-francisco,Coffee Bar- Montgomery Street,https://s3-media3.fl.yelpcdn.com/bphoto/H3wD9fC01tggxn2OgBsGxw/o.jpg,FALSE,https://www.yelp.com/biz/coffee-bar-montgomery-street-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,302,coffee,Coffee & Tea,cafes,Cafes,4,37.79043,-122.402,$$,101 Montgomery St,,,San Francisco,94104,US,CA,101 Montgomery St,"San Francisco, CA 94104",,,4442.02,,,,,,No,,,
WJbmts16VK_WUEkoOKGzKw,antigua-coffee-shop-san-francisco,Antigua Coffee Shop,https://s3-media4.fl.yelpcdn.com/bphoto/fi59XEIDDCCA3midG641aw/o.jpg,FALSE,https://www.yelp.com/biz/antigua-coffee-shop-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,194,coffee,Coffee & Tea,juicebars,Juice Bars & Smoothies,4.5,37.74278,-122.479,$,1131 Taraval St,,,San Francisco,94116,US,CA,1131 Taraval St,"San Francisco, CA 94116",1.42E+10,(415) 683-3259,4204.284,sandwiches,Sandwiches,,,,No,,,
cQfRu22j4nAuycKWHexAIA,r̩veille-coffee-co-san-francisco-5,R̩veille Coffee Co.,https://s3-media4.fl.yelpcdn.com/bphoto/9-pu9st_sSZKgI8Y0phjGQ/o.jpg,FALSE,https://www.yelp.com/biz/r%C3%A9veille-coffee-co-san-francisco-5?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,411,coffee,Coffee & Tea,,,4,37.79721,-122.405,$$,200 Columbus Ave,,,San Francisco,94133,US,CA,200 Columbus Ave,"San Francisco, CA 94133",1.42E+10,(415) 789-6258,4869.614,,,delivery,,,Yes,Yes,Yes,Average
X1XdSgiNBAEwMrC7WeLO2w,mercury-cafe-san-francisco,Mercury Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/kS1vBdxQ3LJ43wNa3VMi7Q/o.jpg,FALSE,https://www.yelp.com/biz/mercury-cafe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,313,coffee,Coffee & Tea,sandwiches,Sandwiches,4,37.77401,-122.424,$,201 Octavia Blvd,,,San Francisco,94102,US,CA,201 Octavia Blvd,"San Francisco, CA 94102",1.42E+10,(415) 252-7855,1811.065,,,pickup,,,Yes,Yes,Yes,Average
l3CO569of8E_Dw7ITfrqiw,grand-coffee-san-francisco,Grand Coffee,https://s3-media1.fl.yelpcdn.com/bphoto/Bm0ENfJ6TP76JqkPmnfa1g/o.jpg,FALSE,https://www.yelp.com/biz/grand-coffee-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,184,coffee,Coffee & Tea,,,4.5,37.75439,-122.418,$,2663 Mission St,,,San Francisco,94110,US,CA,2663 Mission St,"San Francisco, CA 94110",,,1731.194,,,delivery,,,No,,,
6U1RGouO2I05SVfwIqbZmA,the-richfield-san-francisco,The Richfield,https://s3-media2.fl.yelpcdn.com/bphoto/1rpdq6UZBz-oA5T7gXwtiA/o.jpg,FALSE,https://www.yelp.com/biz/the-richfield-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,156,coffee,Coffee & Tea,tradamerican,American (Traditional),4.5,37.78497,-122.464,$,195 5th Ave,,,San Francisco,94118,US,CA,195 5th Ave,"San Francisco, CA 94118",,,3593.224,,,delivery,,,Yes,Yes,Yes,Average
HRyBoh32eQDJ1MPWFHlGpg,jackson-place-cafe-san-francisco,Jackson Place Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/pwy_xAHB1pbJsatR7F6Hpw/o.jpg,FALSE,https://www.yelp.com/biz/jackson-place-cafe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,203,coffee,Coffee & Tea,italian,Italian,4.5,37.79708,-122.401,$,633 Battery St,,,San Francisco,94111,US,CA,633 Battery St,"San Francisco, CA 94111",,,5086.007,breakfast_brunch,Breakfast & Brunch,delivery,,,No,,,
FCTaVlAbGzKNIA59mX38dg,chestnut-street-coffee-roastery-san-francisco,Chestnut Street Coffee Roastery,https://s3-media2.fl.yelpcdn.com/bphoto/nqPJonMlY0gXjlBtZcNleg/o.jpg,FALSE,https://www.yelp.com/biz/chestnut-street-coffee-roastery-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,321,coffeeroasteries,Coffee Roasteries,breakfast_brunch,Breakfast & Brunch,4,37.79997,-122.442,$,2331 Chestnut St,,,San Francisco,94123,US,CA,2331 Chestnut St,"San Francisco, CA 94123",1.42E+10,(415) 931-5282,4361.641,,,,,,Yes,Yes,Yes,Average
Ab4j8pgscHwV_I6ouuoiLQ,how-ya-bean-san-francisco,How Ya Bean,https://s3-media3.fl.yelpcdn.com/bphoto/A46evr6cr3VWX_ECyWtcPQ/o.jpg,FALSE,https://www.yelp.com/biz/how-ya-bean-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,60,coffee,Coffee & Tea,juicebars,Juice Bars & Smoothies,5,37.77397,-122.41,$$,,,,San Francisco,94103,US,CA,"San Francisco, CA 94103",,1.42E+10,(415) 920-3407,2672.701,catering,Caterers,,,,No,,,
EtVuNSP3apRD9o4tMG2XBA,yonkers-cafe-san-francisco,Yonkers Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/u4rZazFnkvLSND2xEG4fMA/o.jpg,FALSE,https://www.yelp.com/biz/yonkers-cafe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,192,coffee,Coffee & Tea,sandwiches,Sandwiches,4.5,37.75277,-122.505,$,3815 Noriega St,,,San Francisco,94122,US,CA,3815 Noriega St,"San Francisco, CA 94122",1.42E+10,(415) 379-4459,6063.059,bagels,Bagels,delivery,pickup,,No,,,
vckDXQCcqHDwgOhBpzH2qg,sea-breeze-restaurant-san-francisco-2,Sea Breeze Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/_IhqINlZGrmtDXfkXZdI6w/o.jpg,FALSE,https://www.yelp.com/biz/sea-breeze-restaurant-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,476,breakfast_brunch,Breakfast & Brunch,tradamerican,American (Traditional),4,37.76059,-122.505,$$,3940 Judah St,,,San Francisco,94122,US,CA,3940 Judah St,"San Francisco, CA 94122",1.42E+10,(415) 242-6022,5986.81,coffee,Coffee & Tea,delivery,,,No,,,
1Jd60TVbJ4YxK7Hv0sTObQ,district-tea-san-francisco-2,District Tea,https://s3-media1.fl.yelpcdn.com/bphoto/bAQz81N0kFZeG9MnXZv8gg/o.jpg,FALSE,https://www.yelp.com/biz/district-tea-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,105,bubbletea,Bubble Tea,coffee,Coffee & Tea,4.5,37.76251,-122.42,$,2154 Mission St,,,San Francisco,94110,US,CA,2154 Mission St,"San Francisco, CA 94110",1.42E+10,(415) 638-6134,1486.408,,,pickup,delivery,,Yes,Yes,Yes,Average
ywuPgzXcP4l1viSteduK9A,ritual-coffee-roasters-san-francisco-5,Ritual Coffee Roasters,https://s3-media2.fl.yelpcdn.com/bphoto/ujrvwgbpU1KmV2IpkFqjsw/o.jpg,FALSE,https://www.yelp.com/biz/ritual-coffee-roasters-san-francisco-5?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,329,coffee,Coffee & Tea,,,4,37.77647,-122.424,$$,432B Octavia St,,,San Francisco,94102,US,CA,432B Octavia St,"San Francisco, CA 94102",1.42E+10,(415) 865-0989,2031.515,,,delivery,,,No,,,
p2UxlDCm7aIP9jpK6g1e5A,cafe-la-taza-san-francisco-2,Cafe La Taza,https://s3-media1.fl.yelpcdn.com/bphoto/1CUvsmsLDXVZlc3-Gcoyeg/o.jpg,FALSE,https://www.yelp.com/biz/cafe-la-taza-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,371,coffee,Coffee & Tea,latin,Latin American,4,37.75748,-122.419,$$,2475 Mission St,,,San Francisco,94110,US,CA,2475 Mission St,"San Francisco, CA 94110",1.42E+10,(415) 824-7717,1605.774,breakfast_brunch,Breakfast & Brunch,delivery,,,No,,,
7jCbynLs9w6C_ZG9vGjGhw,matching-half-cafe-san-francisco-4,Matching Half Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/X1W9phn2Mos37XhJaoEwfw/o.jpg,FALSE,https://www.yelp.com/biz/matching-half-cafe-san-francisco-4?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,380,coffee,Coffee & Tea,beer_and_wine,"Beer, Wine & Spirits",4,37.77729,-122.441,$$,1799 McAllister St,,,San Francisco,94115,US,CA,1799 McAllister St,"San Francisco, CA 94115",1.42E+10,(415) 674-8699,1875.541,,,delivery,,,Yes,Yes,Yes,Average
b-qKz-s2lYfWnIQJ4QukZQ,stanza-coffee-san-francisco,Stanza Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/AGV-aajkWAGrPkF8g9Cchg/o.jpg,FALSE,https://www.yelp.com/biz/stanza-coffee-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,318,coffee,Coffee & Tea,,,4,37.7649,-122.423,$,3126 16th St,,,San Francisco,94103,US,CA,3126 16th St,"San Francisco, CA 94103",1.42E+10,(415) 553-8966,1301.272,,,delivery,,,Yes,Yes,Yes,Average
#NAME?,dolores-park-cafe-san-francisco,Dolores Park Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/jhogCqe5rOTAmCPEYI5ogw/o.jpg,FALSE,https://www.yelp.com/biz/dolores-park-cafe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,687,newamerican,American (New),coffee,Coffee & Tea,3.5,37.76131,-122.426,$$,501 Dolores St,,,San Francisco,94110,US,CA,501 Dolores St,"San Francisco, CA 94110",1.42E+10,(415) 621-2936,934.5867,breakfast_brunch,Breakfast & Brunch,pickup,delivery,,Yes,Yes,Yes,Average
19FlLhyqgZLc5nXzsARvDQ,neighbors-corner-san-francisco-2,Neighbor's Corner,https://s3-media2.fl.yelpcdn.com/bphoto/yVaHL7Een7sEpzeRtzzh4g/o.jpg,FALSE,https://www.yelp.com/biz/neighbors-corner-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,80,coffee,Coffee & Tea,bakeries,Bakeries,5,37.75557,-122.439,$$,499 Douglass St,,,San Francisco,94114,US,CA,499 Douglass St,"San Francisco, CA 94114",1.42E+10,(415) 993-0499,625.5196,,,delivery,,,Yes,Yes,Yes,Quiet
7Ueg5nzWAPv3LMLc2k9alA,beanery-san-francisco,Beanery,https://s3-media3.fl.yelpcdn.com/bphoto/ot0PNMSTSFUZyqIs7-V_zg/o.jpg,FALSE,https://www.yelp.com/biz/beanery-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,306,coffee,Coffee & Tea,,,4,37.76383,-122.466,$,1307 9th Ave,,,San Francisco,94122,US,CA,1307 9th Ave,"San Francisco, CA 94122",1.42E+10,(415) 661-1255,2651.783,,,delivery,,,Yes,Yes,Yes,Average
KKD4YiUXJ__ihFgUCJdo6Q,kissako-tea-san-francisco-2,Kissako Tea,https://s3-media2.fl.yelpcdn.com/bphoto/ql1ll4aSQBIDG595IR8rBw/o.jpg,FALSE,https://www.yelp.com/biz/kissako-tea-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,301,coffee,Coffee & Tea,desserts,Desserts,4,37.78523,-122.432,$,1581 Webster St,Ste 195,,San Francisco,94115,US,CA,1581 Webster St,Ste 195,1.42E+10,(415) 567-4988,2710.168,japanese,Japanese,delivery,pickup,"San Francisco, CA 94115",No,,,
b2t7HU5ajDh-V0394bzAIA,cafeto-coffee-shop-san-francisco-2,Cafeto Coffee Shop,https://s3-media1.fl.yelpcdn.com/bphoto/nQdaSqQR3l0UxdFElPV6mQ/o.jpg,FALSE,https://www.yelp.com/biz/cafeto-coffee-shop-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,112,coffee,Coffee & Tea,bagels,Bagels,4.5,37.73615,-122.424,$,111 Richland Ave,,,San Francisco,94110,US,CA,111 Richland Ave,"San Francisco, CA 94110",1.42E+10,(415) 970-9090,2954.335,juicebars,Juice Bars & Smoothies,delivery,,,Yes,Yes,Yes,Average
4nKCA1XhcT7E_jqlOKxm-g,donut-world-san-francisco,Donut World,https://s3-media3.fl.yelpcdn.com/bphoto/FNVDcnrLK1_40DltHen0zQ/o.jpg,FALSE,https://www.yelp.com/biz/donut-world-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,244,coffee,Coffee & Tea,donuts,Donuts,4,37.76237,-122.466,$,1399 9th Ave,,,San Francisco,94122,US,CA,1399 9th Ave,"San Francisco, CA 94122",1.42E+10,(415) 665-4240,2640.161,,,delivery,,,No,,,
Tes8t6pLTfiH2Q1TwNjyRA,tj-cups-san-francisco-5,TJ Cups,https://s3-media3.fl.yelpcdn.com/bphoto/BjknnjhsNUVoRV7caG_C4w/o.jpg,FALSE,https://www.yelp.com/biz/tj-cups-san-francisco-5?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,273,bubbletea,Bubble Tea,juicebars,Juice Bars & Smoothies,4,37.75339,-122.49,$,2437 Noriega St,,,San Francisco,94122,US,CA,2437 Noriega St,"San Francisco, CA 94122",1.42E+10,(415) 681-2877,4780.654,coffee,Coffee & Tea,delivery,pickup,,Yes,Yes,Yes,Average
rJuREfb9mZTCNgXDsOPLtw,sunstream-coffee-san-francisco,Sunstream Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/rZBFW69KEqlEJ0TgqXGQHg/o.jpg,FALSE,https://www.yelp.com/biz/sunstream-coffee-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,192,coffee,Coffee & Tea,juicebars,Juice Bars & Smoothies,4,37.78237,-122.45,$,2884 Geary Blvd,,,San Francisco,94118,US,CA,2884 Geary Blvd,"San Francisco, CA 94118",1.42E+10,(415) 567-5330,2659.738,bakeries,Bakeries,delivery,pickup,,No,,,
0cOWy_tLhszUgzoiAUdGDg,mr-t-cafe-san-francisco,Mr. T Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/p5UU3sWmoQwmyfoB4NEFgQ/o.jpg,FALSE,https://www.yelp.com/biz/mr-t-cafe-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,247,coffee,Coffee & Tea,juicebars,Juice Bars & Smoothies,4,37.72322,-122.436,$,4689 Mission St,,,San Francisco,94112,US,CA,4689 Mission St,"San Francisco, CA 94112",1.42E+10,(415) 769-5681,4187.595,bubbletea,Bubble Tea,delivery,pickup,,No,,,
If5hVcf5uRbuq4pKXdyOjA,mr-banh-mi-san-francisco-2,Mr Banh Mi,https://s3-media1.fl.yelpcdn.com/bphoto/WiplyoR0TppiZSWpgA6Y4g/o.jpg,FALSE,https://www.yelp.com/biz/mr-banh-mi-san-francisco-2?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,191,vietnamese,Vietnamese,coffee,Coffee & Tea,4.5,37.77557,-122.498,$,3605 Balboa St,,,San Francisco,94121,US,CA,3605 Balboa St,"San Francisco, CA 94121",1.42E+10,(415) 463-6588,5609.648,sandwiches,Sandwiches,delivery,,,No,,,
vN62LU8SPRThy_Qr0WnR5A,cento-san-francisco,Cento,https://s3-media1.fl.yelpcdn.com/bphoto/cJFiylk_ovbKTjqfYOWq5w/o.jpg,FALSE,https://www.yelp.com/biz/cento-san-francisco?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,218,coffee,Coffee & Tea,,,4,37.77875,-122.394,$,372 Ritch St,,,San Francisco,94107,US,CA,372 Ritch St,"San Francisco, CA 94107",1.36E+10,(360) 748-2478,4228.706,,,,,,No,,,
6JAJar5YFil0gXnU-lHDHA,enter-the-cafe-san-francisco-4,Enter The Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/HYI9souDA35r5eXTeiiTFQ/o.jpg,FALSE,https://www.yelp.com/biz/enter-the-cafe-san-francisco-4?adjust_creative=7szgsruXO1Hyi8ghtcTjRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7szgsruXO1Hyi8ghtcTjRg,119,icecream,Ice Cream & Frozen Yogurt,coffee,Coffee & Tea,4.5,37.79759,-122.41,$,1401 Powell St,,,San Francisco,94133,US,CA,1401 Powell St,"San Francisco, CA 94133",1.42E+10,(415) 829-7918,4674.235,sandwiches,Sandwiches,pickup,delivery,,Yes,Yes,Yes,Quiet
